portfolio_communication_allocation,portfolio_financial_services,portfolio_industrials_allocation,portfolio_tech_allocation,portfolio_materials_basic_allocation,portfolio_energy_allocation,portfolio_consumer_defence_allocation,portfolio_healthcare_allocation,portfolio_property_allocation,id,portfolio_utils_allocation,portfolio_cyclical_consumer_allocation
0.0,0.0,0.16,1.12,0.0,0.0,0.0,98.72,0.0,225935,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193724,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,179288,0.0,0.0
0.0,8.12,18.24,35.9,6.82,0.0,4.26,17.01,0.0,175202,0.0,9.64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198719,0.0,0.0
2.82,12.36,13.33,10.59,6.23,11.4,10.8,13.65,3.9,33128,4.15,10.76
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46340,0.0,0.0
4.66,24.57,10.62,9.98,5.3,10.41,7.65,13.36,1.65,130526,7.02,4.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193760,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83600,0.0,0.0
5.28,21.1,13.0,18.43,0.0,5.42,5.66,17.91,0.0,55907,2.2,11.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90053,0.0,0.0
0.73,13.49,21.98,11.49,9.35,3.13,11.31,6.66,6.5,86633,0.74,14.62
0.0,11.0,7.68,70.72,0.0,0.0,0.0,2.16,0.0,139193,0.0,8.44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29240,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.45,96794,0.0,0.55
0.0,0.0,0.0,0.0,3.15,96.85,0.0,0.0,0.0,158210,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221732,0.0,0.0
0.71,14.04,11.5,59.59,0.0,0.0,0.96,2.32,0.0,164960,0.0,10.87
9.52,0.0,0.0,0.0,1.1,14.78,74.6,0.0,0.0,240524,0.0,0.0
3.7,19.12,10.32,14.56,3.64,6.05,10.04,10.79,4.21,190880,4.38,13.21
1.44,13.45,17.38,11.61,5.35,2.87,5.69,5.39,14.24,192977,4.26,18.32
16.94,16.64,0.61,0.0,0.0,0.0,0.0,0.0,0.0,77354,65.81,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226781,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71162,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,87.77,9.64,0.0,117107,0.0,2.59
8.45,29.16,7.92,10.72,7.04,10.93,4.81,9.53,3.74,161540,3.46,4.24
0.0,5.47,10.42,36.54,5.19,2.19,7.04,16.99,0.34,215918,0.45,15.37
0.0,21.13,15.29,8.82,2.26,8.58,2.33,6.3,7.26,112706,10.67,17.39
0.17,18.59,15.68,13.06,5.64,5.22,7.49,5.44,10.21,180521,5.45,13.06
0.69,34.02,25.43,7.46,8.03,3.58,4.27,1.32,1.73,214550,2.97,10.49
2.75,13.61,17.38,14.35,4.06,8.4,11.25,14.7,1.09,99593,2.28,10.13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83240,0.0,0.0
2.96,16.74,11.13,16.77,4.16,4.47,7.9,12.3,8.03,162980,2.37,13.18
6.12,23.08,7.4,15.61,6.15,3.26,14.07,5.94,4.26,53774,1.22,12.9
4.9,17.06,14.98,15.73,0.84,6.09,6.65,13.54,1.78,56195,5.89,12.55
4.97,26.65,9.94,15.47,3.23,10.05,6.79,13.81,0.82,151775,2.96,5.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243161,0.0,0.0
0.65,9.65,12.81,33.3,0.06,3.28,5.76,20.59,0.56,237590,0.0,13.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128951,0.0,0.0
0.0,0.0,54.17,0.0,7.88,37.96,0.0,0.0,0.0,169037,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215648,0.0,0.0
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,148625,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57779,0.0,0.0
0.62,28.69,17.14,9.28,6.08,4.04,2.49,5.63,10.53,117134,6.78,8.71
0.0,0.0,10.24,0.0,28.44,49.02,3.81,0.0,0.0,187631,8.48,0.0
0.0,0.0,0.0,0.0,90.95,0.0,0.0,0.0,0.0,218573,0.0,9.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219500,0.0,0.0
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,180584,0.0,0.0
0.0,0.59,25.99,0.0,0.0,0.0,38.25,3.16,0.0,244187,0.0,32.0
0.3,38.37,13.75,22.75,2.87,6.47,3.52,0.36,0.0,68246,0.0,11.62
0.0,33.03,8.8,11.04,1.19,0.0,11.79,18.12,5.98,172079,7.67,2.37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153647,0.0,0.0
3.78,5.26,3.5,4.02,0.81,4.28,7.76,7.99,56.02,66986,3.49,3.08
0.0,16.77,14.51,30.62,0.0,0.71,4.74,14.73,2.47,154691,0.0,15.46
3.3,16.87,7.96,21.42,2.04,2.09,10.65,19.38,0.15,110222,5.22,10.93
4.18,20.36,12.94,7.85,7.45,5.39,12.03,10.37,3.71,49904,3.89,11.82
1.46,17.39,12.34,14.39,4.63,4.29,7.99,11.71,9.74,133163,3.97,12.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208205,0.0,0.0
4.8,17.63,11.1,14.34,4.13,5.25,6.53,21.74,0.0,173159,0.0,14.48
3.73,32.38,4.42,20.49,8.26,6.85,6.42,2.84,2.47,152414,2.43,9.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51596,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159344,0.0,0.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,214019,0.0,0.0
3.9,23.02,5.24,10.81,2.2,8.9,7.53,14.19,7.89,158534,8.26,8.06
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,106892,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121805,0.0,0.0
1.94,28.37,11.53,9.88,5.4,2.1,1.52,10.47,5.47,180233,0.0,23.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128474,0.0,0.0
0.0,28.2,10.44,15.44,10.66,5.98,7.47,7.7,0.0,127772,0.0,14.09
1.17,47.09,14.54,15.26,1.38,1.54,1.23,3.01,3.85,56393,0.7,10.24
2.44,15.84,11.42,22.68,5.18,4.72,6.56,12.59,2.15,228716,2.13,14.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88118,0.0,0.0
0.0,4.17,13.92,23.56,2.6,2.52,4.55,31.66,2.59,58121,0.0,14.42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.38,100556,0.0,0.62
9.7,0.0,15.2,0.38,0.0,26.13,0.0,0.0,6.41,235448,41.44,0.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223523,0.0,0.0
0.0,0.0,11.75,0.0,10.4,75.89,0.0,0.0,0.0,158129,1.96,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65618,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237203,0.0,0.0
3.5,17.12,11.99,16.95,3.22,5.7,5.58,13.01,7.92,123533,3.95,11.07
1.01,7.33,11.13,28.05,4.5,2.7,4.49,17.01,1.08,171890,0.0,22.7
0.52,20.26,10.54,13.41,6.53,5.07,5.01,5.95,17.98,104345,6.05,8.67
4.17,18.62,11.57,15.96,4.31,7.17,7.16,13.48,2.68,107729,4.34,10.54
2.21,16.76,11.67,17.77,5.21,5.26,7.47,10.31,9.26,168281,2.47,11.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140300,0.0,0.0
12.08,11.02,14.69,11.9,4.2,2.04,22.09,3.35,0.0,96227,2.61,16.02
4.7,15.63,14.21,10.22,5.23,4.51,10.53,12.9,5.96,250361,4.55,11.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226529,0.0,0.0
3.26,17.88,10.4,18.55,4.89,5.19,8.24,13.77,3.32,160271,3.09,11.42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34865,0.0,0.0
3.4,16.58,11.09,19.02,4.37,5.59,7.8,12.14,5.09,228968,3.15,11.77
0.16,18.2,18.26,14.38,5.77,3.88,2.6,9.89,5.58,112940,2.7,18.58
3.05,13.92,10.75,27.55,2.37,4.81,6.46,13.92,3.29,102977,2.62,11.26
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,152585,0.0,0.0
5.11,30.72,12.92,18.56,0.0,6.49,1.38,6.97,0.0,176390,0.0,17.84
3.07,17.77,10.38,18.71,4.73,4.97,7.93,14.17,3.18,159119,3.41,11.69
0.02,7.03,14.12,41.87,1.34,1.21,6.36,18.69,0.03,249632,0.38,8.96
12.18,26.45,11.28,11.57,4.6,9.49,3.29,16.23,0.0,220391,1.81,3.08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90350,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145088,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192554,0.0,0.0
0.0,0.0,0.0,0.0,82.64,0.0,0.0,0.0,0.0,133568,0.0,17.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220274,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125297,0.0,0.0
6.97,21.84,14.99,17.08,5.05,0.0,1.64,2.43,5.75,192689,2.03,22.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202814,0.0,0.0
0.0,0.0,10.24,0.0,28.44,49.02,3.81,0.0,0.0,187595,8.48,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152270,0.0,0.0
4.12,15.11,10.12,23.94,2.44,4.99,8.05,13.99,3.09,162431,3.25,10.91
1.0,14.13,11.18,30.89,2.71,0.0,0.0,19.79,1.18,158282,0.0,19.13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244457,0.0,0.0
4.52,13.24,9.46,15.54,10.85,7.05,11.43,12.21,0.0,116603,0.0,15.69
0.57,0.0,9.16,0.0,17.04,0.0,1.29,0.0,0.0,206585,18.9,53.05
1.03,6.13,11.71,34.73,8.28,0.74,5.45,18.08,2.66,72350,0.0,11.18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157535,0.0,0.0
6.12,23.08,7.4,15.61,6.15,3.26,14.07,5.94,4.26,205460,1.22,12.9
3.03,12.12,9.73,17.02,3.24,4.45,6.57,11.28,20.1,183770,2.76,9.72
2.93,13.18,6.53,10.54,2.76,7.4,3.96,1.6,35.88,96767,9.27,5.94
3.95,16.51,10.57,18.84,4.11,6.05,10.51,10.31,4.11,48491,3.57,11.48
0.0,56.5,5.56,8.08,3.14,2.31,10.19,5.49,0.95,194444,0.0,7.77
0.69,16.97,16.41,15.51,4.34,3.8,3.94,16.31,7.66,246761,2.69,11.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139265,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51929,0.0,0.0
0.0,12.65,43.54,17.09,4.2,18.08,0.0,0.0,0.0,225458,0.0,4.44
1.48,22.13,2.54,22.19,5.59,3.32,12.44,7.65,0.0,156608,0.0,22.66
10.7,16.72,6.6,9.78,2.06,6.3,14.76,11.42,4.36,148112,8.02,9.29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189800,0.0,0.0
3.25,16.55,10.66,13.0,8.92,5.4,6.08,7.48,12.01,209528,6.03,10.62
3.6,17.83,10.01,16.03,3.75,6.65,8.69,11.34,5.75,190727,3.65,12.69
1.75,11.87,14.6,32.77,0.65,0.56,5.54,14.36,1.89,217304,0.0,15.99
0.0,11.84,5.03,78.43,0.0,0.0,0.0,0.03,0.0,78857,0.0,4.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216620,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117071,0.0,0.0
0.0,0.0,10.41,2.15,8.36,69.99,0.0,0.0,0.0,37079,3.34,5.76
0.8,3.11,20.52,10.12,16.53,6.42,6.47,9.85,3.82,157562,0.68,21.68
1.15,21.4,14.62,11.51,2.58,5.85,6.79,8.79,4.82,87029,7.58,14.92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222227,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235952,0.0,0.0
5.22,21.93,5.57,9.31,5.87,10.56,9.18,15.16,0.0,239426,3.24,13.97
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72170,0.0,0.0
5.11,30.72,12.92,18.56,0.0,6.49,1.38,6.97,0.0,176552,0.0,17.84
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,188927,0.0,0.0
2.55,0.0,0.0,0.0,0.0,12.89,0.0,0.0,1.27,183401,83.29,0.0
1.06,9.88,15.52,24.87,3.52,1.57,4.32,18.01,5.51,163475,0.91,14.82
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232784,0.0,0.0
2.52,15.79,11.24,20.66,4.0,6.74,7.55,12.57,2.96,184949,2.89,13.08
4.11,23.46,11.1,13.71,4.82,4.98,7.56,11.32,2.52,96587,3.14,13.29
5.13,9.48,20.23,23.4,2.58,0.8,10.85,6.84,0.0,70217,0.05,20.63
2.51,13.8,11.83,13.92,3.71,3.97,6.36,8.62,21.09,122480,2.59,11.6
3.57,16.16,10.06,21.72,2.43,5.52,7.83,15.51,2.37,140381,3.14,11.7
0.0,38.03,10.5,13.77,0.0,0.0,6.65,8.66,6.27,116945,0.0,16.11
4.74,15.67,14.32,9.82,5.37,4.5,10.63,12.8,6.04,253025,4.59,11.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225584,0.0,0.0
0.0,3.74,14.23,29.98,2.6,0.5,4.82,23.36,1.57,131561,0.0,19.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,246059,0.0,0.0
2.75,31.21,6.26,10.68,2.85,14.52,5.67,17.19,0.0,124496,1.21,7.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211535,0.0,0.0
0.0,0.0,52.2,2.6,5.52,0.0,0.0,10.97,0.0,41606,28.71,0.0
3.49,17.81,10.88,18.28,4.83,5.63,7.01,10.82,4.56,37403,3.91,12.79
0.0,2.73,90.85,1.8,0.0,0.88,0.0,1.44,0.0,234332,0.0,2.29
0.0,13.29,15.52,27.6,3.64,4.14,2.3,18.89,5.83,112976,0.0,8.79
0.0,0.0,86.8,13.2,0.0,0.0,0.0,0.0,0.0,59282,0.0,0.0
0.0,22.77,23.93,13.93,7.35,0.29,1.61,7.08,7.35,194651,0.0,15.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72098,0.0,0.0
4.25,12.8,10.53,22.97,3.33,5.5,8.09,14.98,2.87,180476,3.31,11.37
4.58,0.0,2.37,59.57,4.31,0.0,0.0,0.0,0.0,77876,25.4,3.76
0.17,9.22,10.16,42.73,0.79,1.15,2.85,13.3,0.5,29546,0.0,19.12
22.62,0.0,0.0,0.0,65.29,0.0,0.0,0.0,0.0,82979,0.0,12.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135881,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168398,0.0,0.0
3.47,12.9,7.48,22.31,5.14,9.57,8.13,15.35,4.11,208484,1.01,10.54
5.02,13.09,8.48,15.75,4.69,9.63,10.09,15.25,4.12,204146,5.3,8.57
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247040,0.0,0.0
7.6,24.63,5.29,9.87,3.1,10.86,9.47,19.8,0.67,122687,4.0,4.71
2.08,18.88,15.17,15.77,5.58,6.61,12.38,12.3,1.87,85373,0.7,8.67
3.0,21.74,10.56,14.32,5.64,6.77,7.16,9.28,6.46,204416,5.06,10.01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31931,0.0,0.0
2.56,26.51,7.2,11.59,4.87,8.89,7.2,10.72,4.66,151370,6.85,8.95
3.1,15.13,9.79,17.67,3.58,4.03,11.26,11.99,6.82,105452,3.75,12.89
0.78,17.84,13.42,23.76,0.0,0.0,7.99,17.04,2.59,218339,2.81,13.76
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181052,0.0,0.0
3.83,15.86,11.89,17.77,4.17,5.33,7.87,11.63,6.38,122552,3.33,11.95
1.89,19.08,11.36,20.2,2.29,7.83,8.18,12.39,2.19,217853,3.52,11.06
4.6,12.41,12.42,24.13,2.21,0.0,8.9,7.21,0.0,44855,0.0,28.12
3.68,16.83,10.49,17.55,4.3,5.35,8.24,12.85,5.65,125135,3.5,11.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91925,0.0,0.0
0.0,97.9,2.1,0.0,0.0,0.0,0.0,0.0,0.0,209024,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78848,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112184,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64682,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120590,0.0,0.0
7.44,16.01,10.84,22.31,2.48,5.93,5.42,14.51,0.0,170810,3.35,11.72
6.98,12.55,24.91,5.28,4.28,2.26,18.22,5.54,0.55,96875,0.7,18.73
2.53,18.49,10.52,16.16,4.37,5.28,6.81,11.38,8.62,136520,2.96,12.87
0.87,4.77,4.17,3.78,12.72,22.81,2.6,4.03,39.51,35297,0.88,3.84
3.0,17.46,11.54,16.06,4.88,6.69,8.22,10.12,6.7,125018,3.0,12.32
0.0,0.0,0.0,0.0,0.0,98.28,0.0,0.0,0.0,121004,1.72,0.0
4.1,16.59,11.16,13.52,4.96,6.42,9.65,13.1,6.24,100673,4.54,9.72
2.37,15.66,12.0,18.06,4.42,3.97,7.93,12.05,9.04,147887,3.64,10.86
2.24,8.86,8.76,23.09,2.2,3.74,3.22,41.34,0.0,34622,0.0,6.55
0.0,0.0,2.95,44.06,1.74,0.54,1.52,42.66,0.0,36071,0.0,6.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160442,0.0,0.0
0.05,17.36,18.68,11.98,3.72,4.25,7.02,13.54,6.65,161135,0.14,16.61
3.43,16.81,13.84,15.83,7.96,6.12,7.11,8.94,1.64,68903,3.13,15.2
6.48,29.35,7.55,7.3,7.03,11.69,5.86,9.33,3.72,226160,0.87,10.82
2.55,12.24,14.8,28.11,2.65,7.2,6.75,15.21,0.35,45917,0.0,10.15
0.45,26.83,15.05,11.98,4.16,5.35,4.18,4.07,13.08,104705,6.53,8.32
2.62,17.95,10.19,19.19,4.34,4.4,7.56,14.56,2.77,236861,4.12,12.28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219383,0.0,0.0
0.0,0.0,4.33,0.0,0.0,5.19,0.0,0.0,0.0,200447,90.48,0.0
0.2,0.0,11.43,0.35,16.61,27.06,1.87,0.39,20.07,183608,17.78,4.23
8.13,0.0,24.92,0.0,0.0,15.19,0.0,0.0,3.78,61820,47.97,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70172,0.0,0.0
0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,98.02,117116,0.0,1.55
3.71,19.15,10.31,14.53,3.64,6.07,10.05,10.76,4.2,190835,4.38,13.18
1.8,30.07,23.54,9.48,1.37,12.9,0.5,3.02,5.23,115019,0.0,12.08
0.0,22.74,14.53,16.39,11.3,9.67,3.93,2.15,7.26,173555,0.0,12.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127268,0.0,0.0
0.0,0.0,93.01,5.94,0.0,0.0,0.0,0.0,0.0,80351,0.0,1.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179738,0.0,0.0
3.5,17.64,10.97,19.04,4.33,5.72,7.67,12.49,3.68,82754,3.21,11.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182222,0.0,0.0
3.37,15.36,9.63,21.02,2.4,5.07,8.4,16.66,2.9,184202,3.9,11.29
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,81044,0.0,0.0
4.51,16.41,10.93,17.67,5.02,5.36,7.67,13.94,3.54,27233,3.97,10.99
1.2,17.23,12.1,25.97,1.59,4.21,8.49,12.89,0.05,72494,0.31,15.96
2.56,18.03,10.78,16.97,5.01,6.47,7.92,13.05,3.9,132164,2.9,12.42
4.39,16.11,8.89,25.01,3.0,5.13,7.61,14.91,1.73,53873,3.59,9.64
3.34,17.26,11.92,18.21,4.87,5.73,7.44,11.74,4.39,223937,3.11,12.0
4.44,17.61,11.79,11.61,2.94,3.48,12.06,13.27,3.56,98234,5.51,13.72
3.39,27.83,19.6,7.08,2.91,4.45,9.8,17.39,0.4,153467,4.56,2.6
3.0,15.49,9.83,15.87,4.35,5.05,7.01,10.16,16.27,144116,2.75,10.22
2.95,16.75,11.14,16.88,4.12,4.44,7.9,12.35,7.93,160343,2.35,13.2
2.95,20.38,12.88,11.95,6.65,5.29,12.63,12.73,2.69,66887,3.55,8.31
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,130328,0.0,0.0
0.0,28.65,12.7,25.42,4.72,0.0,10.51,2.93,0.0,45602,0.0,15.06
1.5,17.59,17.56,6.38,4.42,5.51,10.14,4.06,6.28,94778,6.57,20.0
7.88,18.29,2.22,26.05,1.82,5.36,19.1,1.47,2.51,74726,0.0,15.31
0.0,0.0,0.0,63.22,0.0,0.0,0.0,17.49,1.42,231254,0.0,17.87
0.0,34.5,8.38,27.37,0.0,1.54,12.24,0.0,6.49,126305,0.0,9.48
4.03,13.22,9.32,11.72,7.14,8.99,10.41,12.56,7.73,207782,6.16,8.72
0.0,0.0,73.54,0.0,0.0,0.0,0.0,0.0,0.0,218708,0.0,26.46
2.98,20.66,10.71,15.95,5.63,7.21,6.82,11.17,4.26,145349,2.86,11.75
0.66,22.61,13.28,14.8,5.44,3.95,12.56,13.8,0.31,78587,0.03,12.57
2.92,24.77,12.66,8.95,12.44,10.11,5.53,10.92,0.0,146888,0.0,11.67
2.44,18.16,10.46,17.57,5.02,6.52,7.64,13.51,3.44,137465,2.65,12.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212615,0.0,0.0
3.31,18.16,8.15,8.53,1.62,4.36,6.44,9.23,24.56,200915,6.72,8.92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208907,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201680,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29573,0.0,0.0
4.31,16.66,8.43,23.67,2.16,5.46,8.08,16.86,1.14,122345,1.92,11.3
,,,,,,,,,70433,,
1.97,25.37,7.79,26.38,4.79,4.25,11.67,0.57,1.97,152891,0.95,14.29
4.06,20.27,13.05,7.61,7.61,5.94,11.85,10.54,3.67,123092,3.88,11.52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36503,0.0,0.0
2.26,15.66,12.14,17.8,4.71,3.88,8.32,11.49,9.16,142271,3.54,11.04
0.87,4.77,4.17,3.78,12.72,22.81,2.6,4.03,39.51,35243,0.88,3.84
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166679,0.0,0.0
0.0,0.0,1.41,0.0,3.16,95.43,0.0,0.0,0.0,158255,0.0,0.0
0.0,5.28,10.35,24.76,11.94,9.16,0.0,0.0,0.0,219509,0.0,38.5
0.9,20.46,10.08,21.28,4.17,6.93,8.61,12.88,0.69,126548,2.24,11.76
4.39,16.11,8.89,25.01,3.0,5.13,7.61,14.91,1.73,52955,3.59,9.64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239543,0.0,0.0
4.71,23.14,6.57,23.7,7.34,5.43,8.17,2.31,3.73,103382,5.41,9.49
0.0,0.0,0.0,0.0,31.13,0.0,0.0,0.0,0.0,230993,0.0,68.87
2.23,15.03,8.77,25.74,5.86,4.5,8.18,12.31,0.47,209771,1.27,15.65
4.19,16.67,14.64,12.94,2.34,8.03,10.44,11.54,2.36,240704,10.16,6.68
0.91,0.0,0.0,2.2,0.61,0.0,0.0,0.0,92.53,195947,0.0,3.74
3.41,18.05,9.74,21.77,4.09,4.36,7.44,15.02,2.2,130274,3.3,10.63
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49895,0.0,0.0
0.91,9.43,15.08,32.22,3.46,3.97,8.75,15.1,0.0,233693,1.4,9.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146123,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206369,0.0,0.0
3.49,17.4,11.02,19.2,4.3,5.42,7.76,12.63,3.73,234044,3.2,11.84
3.24,20.33,11.88,16.41,8.9,2.29,7.83,9.35,2.63,189998,1.06,16.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34370,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146132,0.0,0.0
2.83,20.14,13.59,12.95,7.08,5.14,9.59,10.15,2.65,222857,2.99,12.89
2.96,40.44,3.09,9.18,2.11,4.74,13.77,3.02,1.66,74816,1.33,17.71
4.69,20.39,12.31,13.07,6.66,7.03,9.6,11.61,1.18,217988,1.63,11.83
3.02,11.68,9.35,16.89,3.02,4.35,6.46,11.1,22.08,183662,2.67,9.37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125315,0.0,0.0
1.84,16.26,16.12,30.88,0.0,0.0,3.51,13.32,0.0,162683,0.0,18.07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211265,0.0,0.0
5.35,10.67,8.85,13.64,16.61,14.05,4.98,10.81,0.0,153017,3.37,11.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251837,0.0,0.0
1.51,8.32,19.11,22.27,7.03,1.17,1.87,21.54,0.25,78758,0.73,16.19
3.51,14.58,5.36,3.29,6.16,16.56,3.28,4.78,32.54,34964,6.69,3.26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36971,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194930,0.0,0.0
0.65,22.65,20.27,4.8,4.37,8.09,3.36,6.47,7.9,26234,5.67,15.77
2.89,13.38,9.37,21.92,4.63,7.73,7.53,16.13,1.47,204236,2.47,12.48
