fund_id,tag,fund_ratio_net_annual_expense,pb_ratio,ps_ratio,mmc,pc_ratio,pe_ratio
fc702d8e-e81c-44d5-bde5-c6c8beba6f85,210986,0.94,2.46,6.85,"11,340.96",14.99,42.82
ef306879-b54d-475a-940a-94f0513fe104,117971,2.02,1.56,1.95,"24,790.87",14.01,22.44
e4490f4b-3870-4377-9232-22deffccdabf,87650,1.3,2.37,2.17,"124,435.63",8,17.69
4d6b8103-ff85-4e83-ab4b-e16ee5e27450,163088,0.84,2.18,1.63,"44,767.45",7.63,16.19
8f67a681-07e3-4232-a0ff-79ae70e9cbfc,80450,0.45,1.79,1.0,"9,962.26",6.87,12.38
42c16a6b-0e41-4f89-bed7-d1359216f53d,162170,1.16,1.78,1.4,"58,661.61",6.52,13.17
beb30956-ab57-42a5-8d54-b2bee2d13ed8,111995,0.75,0.0,0.0,0,0.0,0.0
0e9d2e1a-f95f-45ed-8ace-883bd14e2bbf,252278,1.1,1.21,0.65,"1,266.72",3.91,13.2
71d9651e-75ff-4cfb-9c63-135abe49cd56,91376,1.04,1.7,4.44,"7,611.98",13.14,27.16
d7fda2ba-439b-4725-b961-db433dfab1f1,51380,1.41,0.0,0.0,0,0,0
207a8dd5-ae00-45b9-bfc1-cb83ae3d650c,107639,0.51,0.0,0.0,0,0.0,0.0
bf855326-cd0b-4d0a-bb9c-2b861f4d706a,245924,0.9,2.83,2.68,"101,129.39",14.59,19
a5aab246-87d3-442b-81e7-ebf48ab3c141,144908,1.11,2.28,1.81,"27,340.78",3.17,15.19
4e48ac2f-96b7-4062-a3f9-e5dfc75801f3,147725,1.44,2.17,1.49,"38,556",7.51,16.26
4717dd82-ca31-4de1-8c6c-8df873277f71,247211,0.07,1.38,1.02,"22,825.99",6.24,13.29
47424e33-ec45-4c97-9b0e-0f1e16268a97,57527,2.28,0.0,0.0,0,0,0
9326cbde-c829-42ae-b57f-fae8dd56feb8,76472,1.77,1.67,1.34,"36,139.51",6.4,14.2
4596c321-ab8a-4467-a638-483b81cdf5cf,139994,1.75,1.82,1.45,"31,346.31",7.85,14.72
2a7dddb9-cdae-414b-b92f-0e4f585cc827,148562,1.66,0.0,0.0,0,0.0,0.0
3bc45f3a-5944-4f63-9270-81ce3c207327,38357,1.0,0.0,0.0,0,0,0
86596a94-7e4f-42e9-a841-ca65544cfdb2,135521,3.43,1.9,1.08,"24,642.34",6.28,14.54
09d32c45-51e9-4102-a029-02c960d8e30d,76517,2.74,2.83,1.91,"91,676.82",8.8,16.61
881468a6-fa88-40cc-a5d9-4ff9d70d074e,91178,1.59,2.4,2.13,"123,780.59",8.83,15.66
c2a4e411-e7b0-4432-88fa-0b160c9cf342,244133,1.49,3.43,2.49,"35,746.09",12.46,17.84
b95a678b-cb2d-40f4-a878-3cbbb89e3d34,36062,1.18,5.86,6.18,"3,729.93",23,42.89
a99ccc1c-536f-4ed7-8e2c-c60f15bcc880,42416,1.11,6.38,4.24,"66,093.02",21.13,29.35
9caaf065-439a-4eb6-a499-27b4149b4490,109772,1.09,1.45,0.96,"32,961.96",6.88,10.41
1e3d7a3a-c149-49a9-b86e-5d7aaa70010f,164708,0.95,0.0,0.0,0,0.0,0.0
8f2320e8-e498-4a77-a443-a73ee756ebe4,176903,1.96,2.16,1.85,"74,713.87",11.35,12.31
ef3e176f-b6b8-4fcb-b416-20b5b1a913a2,167030,1.04,1.92,1.43,"21,273.16",7.7,13.24
e1407e87-a98a-4799-97cf-66f24f5b59e7,37808,0.57,2.07,1.45,"34,208.28",5.94,15.7
c0a38f31-aaae-4a5e-92ed-c2a32bb42925,235052,0.75,0.0,0,0,0,0
6b4b85b4-b85c-4473-b22d-a5073bc88d91,59570,2.21,0.0,0.0,"2,553.63",0,0
673cad7b-ee11-4846-9ed7-4539bbd9dd45,185399,1.66,1.73,1.49,"70,413.2",10.39,11.77
f9af7e2f-a3db-4d12-8f4c-8d3ffd7ff402,84788,0.52,0.0,0.0,0,0,0
232d68ce-c341-4534-a1e9-98c77c0d007b,82520,0.82,2.17,1.78,"40,878.26",11.36,17.93
f00be0fa-9d25-4b15-8629-1dc00624c311,241703,1.89,2.81,2.56,"1,044.68",13.79,14.82
0d62aac3-4c0b-458d-a082-044f100be0f2,138509,0.79,1.53,0.19,0,4.96,12.26
4be387b1-7c05-4ad5-a180-ba022ca86f60,170918,1.83,0.33,0.19,293.58,0.62,4.44
a0ae5ac6-6fbf-4fea-b429-966cc8ceb3a3,146474,0.93,1.85,1.38,"2,734.61",9.62,16.94
1001bd22-ef89-4ef5-9d2e-107cde43cc91,182942,1.34,2.09,1.22,0,7.94,20.69
6fd9954e-51cd-4cc7-b1c2-c795fe4aaf65,171287,1.78,1.13,0.3,"14,143.17",6.06,5.31
0ddaed25-1f0b-4ca0-9852-14846938985f,49166,0.95,1.83,6.47,"12,703.17",13.22,34
c8490890-a13d-4ce6-9048-f4b9eb577383,131381,1.4,0.0,0.0,0,0.0,0.0
1b3c00fd-16dc-46a2-850c-d2297f959034,84410,0.75,1.28,0.69,294.58,0.42,8.32
4342b1e0-b1e2-4ff0-880a-1156c6452b87,48014,1.1,1.39,0.6,"2,201.34",4.69,12.01
ce93ae56-47d9-4d37-a600-0fe024dbe71f,71603,1.88,1.95,1.11,"11,563.72",6.16,13.98
59cae740-1b4f-42d8-9912-735413454a7b,26468,0.72,2.44,1.89,"61,718.14",7.86,16.48
26f32719-0d51-4e5f-bd60-3599d78dae81,222830,0.9,0.0,0,0,0,0
69bd904a-ae42-41f6-b12c-7af50dbd0b78,159956,1.19,2.13,1.63,"44,446.41",8.33,16.42
7917f91d-cebc-4364-b847-96e9144c451d,249398,0.37,1.98,1.29,"20,576.82",7.18,15.93
2c31fad4-ccf7-4ccd-8c05-645a260e4e27,42092,1.34,2.9,1.97,"101,453.67",8.59,16.64
e093e098-7649-430a-b48b-6404d98e092b,129545,0.59,2.0,1.43,"24,209.39",9.45,14.27
b0ccfcbc-3aa4-4e76-8a56-19c2303c4039,235727,1.42,1.5,1.69,"11,404.39",7.7,17.22
456ae4de-5e5f-463c-8969-e670d5e27353,72341,1.55,0.0,0.0,0,0,0
bf09e862-005f-42ee-94ab-cf76dc8e667a,189026,1.16,7.23,4.31,"10,711.87",18.78,27.59
1391faee-aec0-4cf7-a01a-2f6696abf35e,69443,0.79,1.42,0.65,"1,843.1",4.59,12.83
62a7fc05-5ddd-443c-86aa-3e52f1e50d61,140795,1.38,2.21,1.77,"35,064.34",6.99,15.27
415b83dd-abc1-4ff7-b864-b8b771d6fdb1,227852,1.53,0.0,0,0,0,0
c62464b9-9bf9-4c11-9847-18d00b61d9a0,40850,0.62,5.85,3.12,"125,128.53",14.95,23.29
96eff37d-587d-49df-a67b-76d56ba39d17,181763,1.04,2.3,1.88,"77,674.68",8.71,15.86
a2844f65-6d10-44fc-812c-7b50ee01eb1c,216476,1.98,2.92,2.5,"30,185.77",8.97,15.38
8863ea98-a14c-4d16-b00a-2b6af4329421,233477,0.3,0.0,0,0,0,0
ee2639c3-5f30-4bde-a688-857ef5fe475c,49139,0.49,1.85,1.21,"63,864.04",6.49,13.04
704b019b-99d2-4cd6-932c-0d26f59e001c,176021,1.2,0.0,0,0,0,0
a984430b-42d0-4509-9a54-aa90604ae552,226043,1.15,1.64,1.19,"29,733.18",7.35,14.32
16b8e8a0-16de-4bc9-b64d-2b3e760e5d90,212984,1.7,1.62,0.72,"9,234.14",2.16,9.62
55f1f2d8-abd7-4114-ac6e-144beae3a739,179828,0.7,0.0,0,0,0,0
5f333e57-f617-46a6-8c44-c5e405351dd4,217592,0.81,0.0,0,0,0,0
d6971855-4ef9-49e0-a49c-8addb01e8c6b,154835,1.73,2.66,2.59,"25,032.36",13.92,20.82
177191b9-c80f-4525-af8f-5c8810830415,100655,1.04,1.49,0.93,"19,283.96",4.24,11.29
3b0cc2ff-e9e4-4226-a2bd-bfd0fcc5dbab,246050,1.2,3.27,1.47,"45,309.77",10.3,17.29
81c4b198-54d6-4a56-b0ea-fe4c455a2403,107135,1.04,1.33,0.95,"33,670.19",5.22,11.64
f76735b7-5b93-4a8a-a6d9-a62128bfeefa,111014,1.15,0.0,0.0,0,0.0,0.0
752cb5cd-01ee-4a24-a99d-17fd22da1459,58787,1.63,2.35,2.38,"52,705.25",8.34,15.61
aca11ed6-eef1-4810-a61f-a5b27af5e2d2,125117,1.01,1.8,1.14,"30,145.41",4.6,11.59
4de0d016-9772-4c0a-a1d2-b753e1dca356,81350,0.5,1.84,1.31,"79,243.01",7.93,12.86
c42180ef-8cdb-4f53-a15c-f3b61df1959e,112670,0.72,1.47,1.01,"12,107.33",4.64,12.59
b3db41fe-b018-42e2-92cc-f92dd50fc89c,38510,1.79,2.2,1.47,"39,559.29",6.04,15.76
366ce657-3ab7-415f-8928-e5a463a43a9a,217925,1.9,1.5,1.23,"51,616.21",7.92,11.46
56d927f6-4e95-4c1d-b6e5-c1d727273ab9,213218,2.28,5.0,3.06,"174,084.06",11.87,19.08
43c39666-08c8-4305-90f6-93a05df752b7,33812,1.37,2.16,1.54,"2,757.8",9.16,17.87
29061fad-f76f-4ec5-9f5c-8dd1d1bf1543,195065,0.79,0.0,0,0,0,0
f87bc609-2aaa-4b0b-9449-85e3a260a9fa,68696,1.59,0.0,0.0,0,0,0
67e80f00-133e-4388-9ebf-5d04d85ebaa2,197315,0.5,0.0,0,0,0,0
67e1b3e2-dac7-4699-a12a-6cdae51cb2fc,76166,0.47,1.58,1.14,"14,116.6",7.52,14.94
3f291a27-379c-42b3-b405-11a6e218d2fc,125594,1.7,1.9,1.57,"27,979.33",6.97,14.56
c052a21e-0772-43fb-8760-40fce6bb83bf,117251,1.27,1.48,1.11,"2,128.06",6.21,11.52
edd33598-4c25-4703-bfe9-3326715a7ab4,204992,1.69,1.66,1.87,"42,713.14",8.4,16
a151ff48-e5df-4240-99b6-28cb68ef904d,121526,0.45,1.95,1.75,"23,843.96",8.46,19.26
19cc6ade-d575-4880-b4a2-961d71f93998,111932,0.45,0.0,0.0,0,0.0,0.0
7dc99b35-679b-44c0-b932-7b6ef57a0a02,112571,1.0,2.69,2.17,"49,848.47",9.54,17.85
bf47b726-9631-42d1-b320-195b17f5e8f3,192401,1.06,2.23,1.51,"79,793.53",4.29,15
21cbe8da-e862-4470-be9d-4663cdb82535,229193,1.53,0.0,0,0,0,0
ffe7aba5-6c19-4778-b19d-d7f39e866417,231128,0.82,0.0,0,0,0,0
22f4e67c-623f-4594-a050-489c020064bb,49787,1.55,0.0,0.0,0,0,0
93cc0570-473e-4801-bb63-e01d2f53b5ec,116990,1.16,0.86,0.69,772.36,6.73,11.29
accfda80-1ecf-467e-9c96-89c0c0f85a2c,54449,1.3,1.79,0.88,"39,643.6",6.28,12.43
b0751a21-e444-4c0b-ae72-6a23ddc30758,185327,1.86,1.58,1.17,0,4.91,14.52
1265d32a-6a71-4509-ac21-881034b2cef0,225341,1.82,2.41,6.71,"10,813.16",15.97,43.89
7981f828-86a8-40be-a189-8ee7ad177970,26981,1.81,2.98,2.44,"97,049.27",10.91,16.23
8fac4237-61c3-407c-9562-3deb57a2cf83,47537,1.02,2.61,1.84,"22,635.25",4.25,17.14
e747d7e5-4081-43ae-89ae-cadc6d1d2e8e,130409,0.69,2.0,1.49,"32,554.11",6.98,15.51
328c2607-977f-48ea-bbaa-9bbb08ebfa43,238040,1.23,1.98,1.28,"23,955.84",5.97,15.75
2498811d-d617-469a-a45d-d3edcd3b0dff,112301,0.7,0.0,0.0,0,0.0,0.0
36336f70-43c9-484a-869d-5cb0f7934c79,222902,0.32,2.73,2.03,"93,641.84",11.79,14.35
da80578f-2815-4d1d-a719-850193bde58a,181376,0.92,2.15,1.64,"44,297",8.3,16.42
8e0021e7-68dc-4bd0-9cfc-90c2c8b38b20,109691,0.75,3.06,2.53,"8,444.42",12.21,21.14
8c8766da-9b4b-4db7-9c42-0cb232779d6e,174572,1.36,0.0,0,0,0,0
6440cce4-a033-4d74-82e4-a38e895dbecb,92078,0.0,4.49,2.9,"103,931.08",13.22,22.55
cda7a14c-36ac-41b4-8750-fb354d4df6fc,162152,0.42,0.0,0.0,0,0.0,0.0
c48d2ee5-7009-4b95-b024-8426154184f5,117575,0.39,2.03,1.48,"51,567.14",7.59,15.26
63d88da4-5d35-41da-bb45-b025f44ecf98,246392,0.95,1.24,0.99,"1,857.91",6.88,11.14
6e548f10-bf6a-4943-911e-35ed7898fef7,236573,0.1,2.11,1.51,"50,780.16",7.54,15.37
8e6dd7cd-6565-4914-9db1-98894e23f9e3,232577,0.76,0.56,0.99,828.01,0.46,3.65
1716a622-83fa-4032-b452-b8973bd92c77,97226,1.59,1.91,1.22,"42,850.17",7.14,14.05
34b697c6-a147-43ba-aa29-fec3387650f6,212597,1.5,0.0,0,0,0,0
4eda7515-40a6-4746-a830-7001081575a3,154439,1.12,2.03,1.3,"32,738.85",6.77,15.08
97545dfa-73f2-44de-9aa0-79895213aab4,241082,0.88,2.36,1.61,"50,864.91",6.1,14.99
328b6b6c-1b4d-400e-a43c-f6cd4eeaf3a1,155555,1.84,3.09,2.0,"63,659.4",8.66,17.33
4a5b7b3d-01e4-454f-8555-26400a095148,142127,2.21,1.61,0.79,"7,320.53",5.81,12.03
007a4a3c-94d6-469a-a927-2340fd382530,93176,0.65,0.0,0.0,0,0,0
84f6cbd3-0589-4e78-87a5-a703cf2cec88,133937,1.49,1.52,1.36,"25,362.33",4.81,11.75
8ba5e198-016b-4e15-a8f8-02a5fa9e3986,184085,0.51,3.28,2.5,"84,405.38",10.7,18.28
4e26f6d3-1ae2-4829-96c5-0747de5209cd,173231,2.0,2.51,4.87,"11,345.12",4.9,40.32
e38b0a9e-d283-4d1d-a300-e8318d04406a,148436,1.69,1.37,1.07,"1,021.17",6.34,13.36
cd47d40c-c5b9-4491-8e4d-31faf2709d0f,109646,1.31,2.02,0.58,"4,025.32",7.36,14.75
363cafdd-aeaf-4f06-be1c-1ccdc3967373,57653,1.38,0.0,0.0,0,0,0
eefd6ceb-c797-4ca9-95a3-f3becf717990,225872,0.5,0.0,0,0,0,0
e6095e05-8689-46f1-a3ba-f32f36931483,78632,0.72,2.39,1.89,"79,106.81",7.96,16.03
a0e963e3-bc28-4077-a73f-520ed1e6e961,217286,0.34,0.0,0,0,0,0
df291226-d44d-484c-9a47-92bc15ebf857,190421,0.72,1.79,1.32,"22,687.39",7.49,15.14
16cbfd69-2519-46d6-8dbc-7f62b04af1fd,159650,1.59,1.52,1.05,"2,133.91",8.52,14.39
077544ed-0f85-45eb-86c4-1a1e268af46a,123713,0.85,4.33,3.95,"35,056.71",9.09,21.88
f06d95d1-08c0-475f-a822-231e752f2ccd,28646,1.16,1.53,0.84,"24,491.4",4.37,12.03
fff60371-ccdc-4346-b135-9f310f81c366,202094,2.74,,,,,
72c16207-d4ba-4815-acf6-ec3d03c776e3,169217,1.1,1.94,1.88,"43,380.23",4.28,15.37
a7c4cf1b-8035-4fb1-8a51-8c020e6e4283,228635,0.06,1.4,1.08,"35,192.18",6.72,13.36
285bd022-c8df-4540-aaed-e4f1930fd22f,70118,0.82,0.0,0.0,0,0,0
e2efa3dd-b951-439b-8c07-aee138004d43,109196,0.8,0.0,0.0,0,0.0,0.0
87756df2-de3a-4b2a-a0f8-cf21ad91c6c9,209960,1.82,1.14,0.48,833.39,5.02,11.34
efb67822-2d1f-40c0-9d6d-bde8c0099c2c,141623,0.62,2.0,1.53,"85,297.85",8.02,13.83
f5477a87-620e-4bc8-afdd-f50d6c4e52a2,135764,1.52,1.61,1.29,"1,744.14",9.07,15.97
4f1d9a1c-5560-4640-8f9f-7e33e8d9bbc7,236339,0.73,1.4,0.88,"29,900.69",7.96,11.97
57c2a5f0-8f66-4c2b-b6b2-a770b2be0951,53252,0.93,2.79,2.21,"12,503.32",11.34,19.04
62955b5b-72cb-4ed1-95b6-b23fb373c5a4,224243,0.07,1.42,1.1,"33,725.32",5.81,12.77
bd70c80e-f35f-4d88-bf6d-786fb49c272e,81872,1.61,2.2,2.3,"34,979.71",10.29,16.9
5c31f206-27d2-49e2-8202-bc3a268af176,236609,0.44,0.0,0,0,0,0
bc8a5100-cb44-4fcd-b072-610fdb496321,64376,1.34,1.74,1.01,"42,353.74",8.12,13.18
c4cf7790-f6c4-4e25-a52c-d14d9dd07081,148553,1.91,2.25,1.32,"41,319.93",7.51,14.85
b0b761e5-6da7-4a87-8666-e132c949cb37,150452,1.59,0.0,0.0,0,0.0,0.0
c67f1fe7-39f5-4993-8e0a-edb194502a66,188747,0.43,2.15,1.4,"36,085.09",8.05,15.85
756cb50d-aeda-4ad0-b7ee-ae1ff18a948c,123200,1.0,2.09,1.5,"40,873.5",7.64,15.01
acd2ddc5-c66d-4eb4-90e7-fadb54dcaddc,73754,2.95,1.78,1.07,"13,362.52",4.77,14.14
ed924621-ef3d-468c-816c-f177ccc30288,188981,1.0,2.24,1.29,"57,007.96",8.17,13.98
6b470bb9-43e4-4baf-8361-1c3d97c0487e,207026,0.66,2.63,2.03,"55,945.55",6.31,15.7
f45dfc67-47f6-4872-889c-a2288976d895,188765,0.42,2.14,1.37,"36,373.86",8.12,15.6
a8f23c38-093f-42ab-a186-3bc56b86f73a,123137,0.89,2.04,1.49,"51,665.59",7.59,15.28
094cc37b-b5af-4c63-8aa8-ccdba16719c8,163178,0.65,2.16,1.62,"44,196.64",7.63,16.15
4a819cb8-863b-4833-af0b-d86358e58b41,122912,1.17,2.04,1.54,"20,102.31",9.15,16.41
bda4d9e4-483d-47e7-a836-1ed3f0e13c20,115478,0.9,1.98,1.39,"39,922.73",7.15,14.62
bb296bed-139f-462d-b4d2-c33abd11b1e9,180098,2.44,4.86,3.04,"172,591.88",11.6,18.57
8978b95e-4bb7-4afa-ae1e-8ea498930b08,63233,0.77,0.0,0.0,0,0,0
bddf958b-1c3a-4b14-baa1-fc8cbd6205d9,164087,1.02,0.0,0.0,0,0.0,0.0
3b5f7c51-4d80-4501-ba46-f6140622b532,171017,0.56,0.0,0.0,0,0.0,0.0
ad066101-90de-46c3-9249-db31164f1847,69344,0.15,0.0,0.0,0,0,0
a30f1160-4b2f-4748-a3d4-a4ab33f96e58,212327,1.48,1.89,1.29,"3,740.47",9.75,16.66
ee876817-ce40-44b9-918d-4970bb212e1f,124784,1.27,3.24,1.25,"8,830.56",10.96,17.19
8dbaf75a-874a-4dc8-a473-6d23209fc8ca,93833,1.11,1.98,1.51,"37,741.17",7.5,15.07
4a3644db-2c0c-4133-93db-a04fc35399de,166769,0.88,2.03,1.57,"24,283.93",8.51,14.07
009e3101-11e6-403b-8226-188d5ffe6fcf,48122,0.6,0.0,0.0,0,0,0
6d2fd3af-8b51-4b99-9249-80af409be820,83429,0.99,1.92,1.47,"36,848.04",7.5,14.89
ad099f88-14b1-4c7f-bca3-b528fe4f79c0,137303,1.03,1.17,1.53,"14,813.97",0.51,11.76
e233ebe7-78bc-440d-89ab-ab7e7c1cb569,243503,0.08,1.42,1.09,"30,615.62",5.83,12.93
47940eca-cfb5-4461-955a-e6372dbbcaed,143630,0.41,1.95,1.52,"37,049.63",7.44,15.63
d03181a5-c5c8-41c7-83dd-8adeeac3ba89,194975,0.55,0.0,0,0,0,0
871241cd-6a9e-4ad6-a2bb-e17b7d29f69f,161387,1.28,5.34,1.99,"60,141.9",12.96,21.3
0a8074e3-e6c0-4421-946a-27d1f5900a62,152126,0.16,1.93,1.17,"5,010.39",8.51,16.43
9de3117b-d8a4-4075-9241-052ac6e09ce7,169793,1.05,0.0,0.3,"14,262",6.08,5.28
40e07a18-45ef-49d0-8ece-3397b5684872,164528,1.08,1.98,1.07,"26,294.97",7.06,14.61
5e162f70-f779-41fa-a28e-516014101b9a,75779,1.28,2.3,1.19,"83,334.88",7.55,14.06
9853bdc3-cecf-4d6a-bf3d-6de003ba4fe9,94049,2.01,2.22,1.61,"38,835.05",7.76,16.06
277faae2-a105-41fa-ab1d-9775f8a6bc28,156752,2.27,2.74,1.65,"15,367.55",14.96,18.34
3d26b486-50e5-4056-be59-75ebc14891fc,145916,0.94,1.8,1.03,"20,342.71",6.62,12.81
b57879b9-b365-492b-93cb-7f51b4bfae24,51308,0.59,0.0,0.0,0,0,0
cc4d4279-bab5-4a6e-9274-0e3edfa8e8a2,30248,0.87,0.56,0.99,828.01,0.46,3.65
63b8f255-6a4b-4a88-827f-cbd8772e2d64,186560,2.43,1.91,1.31,"27,267.51",7.34,14.89
8ffa8bb6-6c6c-4a9d-98d3-cd62deee77e8,249083,1.06,4.68,3.2,"44,960.98",18.88,22.69
e24adebc-c486-43f6-abf7-c909391b4242,48086,0.0,0.0,0.0,0,0,0
1a952f01-7965-477f-bf6e-2b9acbd5dacc,173141,0.9,1.32,1.33,"15,557.09",5.12,11.77
f7abd25f-98e6-47d8-9316-baa74412d852,148598,1.25,0.0,0.0,0,0.0,0.0
047b1f68-18be-432b-8334-bffd1b79aa92,243755,1.21,3.96,2.27,"12,479.65",11.92,26.71
130bbf43-3b74-4ce2-ac71-ff2fee8d9685,86660,0.14,2.13,1.52,"49,931.3",7.51,15.47
17c617d0-142d-4728-99a0-50bb40de5fa6,125153,1.29,0.0,0.0,0,0.0,0.0
87ee4481-069c-4df2-a6e3-bf141cd86aa8,128897,1.5,3.34,2.71,"90,122.97",12.56,18.97
ceae534b-f832-4145-9e70-aea530357e19,152306,0.65,2.19,1.64,"45,106.34",7.65,16.22
484849dd-911e-43bd-9320-4e5956a2b73f,208376,0.96,5.75,3.63,"23,376.46",24.92,27.92
29a21066-692a-4993-aa4a-c648eb0034ad,65708,0.32,1.63,0.94,"7,012.52",6.15,13.76
2b4bdfdc-dadf-4603-bb52-cc020e8ed94f,184337,0.55,1.91,1.31,"35,475.82",7.31,14.42
e4142ca5-1ca4-4f39-9fa2-2667efebde6a,152558,1.07,0.56,0.99,828.01,0.46,3.65
bb5a0139-a963-4097-8205-317de6ee701d,232154,1.09,2.18,1.87,"65,217.52",6.15,14.39
e084675f-73c5-45f0-85ab-90363ed0932d,197045,1.7,1.92,1.07,"18,824.92",5.39,16.41
81924475-45a4-440d-806e-e8d4ae3fe5ef,199052,0.77,0.0,0,0,0,0
9ff4d2d4-3525-4c25-b17d-dce902610840,72764,1.3,1.34,0.63,"9,852.01",3.72,16.95
577b7189-1ad5-43cd-9aa7-e26c858983f2,126881,1.1,0.0,0.0,0,0.0,0.0
cec1b524-60a4-454a-8fb3-c5e6f131da45,238571,0.35,2.11,1.51,"50,779.1",7.54,15.37
75fb448d-3254-4254-895e-6532e46e3986,142631,1.82,1.94,1.02,"35,370.7",6.81,13.42
70ec5672-dd10-4611-95cb-8f43e8f08022,72422,1.58,0.0,0.0,0,0,0
90ef7664-1023-41a6-a6cf-36bc30709d6a,111599,2.03,1.5,0.72,"1,492.84",5.78,10.18
1fafaff2-ccd0-4ec4-ad11-4f928c9b5604,205082,0.91,0.0,0,0,0,0
8ec6368e-dbc4-45fe-8a9f-ecb2136d18af,70667,1.61,2.37,1.33,"23,979.33",7.36,14.53
b77a022a-0248-4b9c-971d-4228e591dcf9,252602,1.34,3.76,2.32,"3,501.61",15.8,27.26
7560a2a8-738b-47db-a702-d332d12fd0f1,28115,1.58,0.0,0.0,0,0,0
e6152272-2ba0-4bb7-a8c1-65f6b40de813,108008,0.71,3.43,2.52,"54,870.05",9.36,19.06
67840c1f-c3b7-4cd5-8d4a-df4f985472d0,156869,1.8,0.64,1.1,931.61,0.51,4.11
ff75d063-f3db-469d-86f0-f4d8ffdc3296,130166,0.79,0.0,0.0,0,0.0,0.0
8bd052f5-949d-4ebf-ba31-050927f1bdab,114101,0.8,1.32,1.06,"1,468.24",7.16,11.35
762656c4-97d6-4173-beb3-0545b3ab93cf,92105,1.59,1.91,0.99,"27,880.47",6.9,12.64
04a18de2-5dfd-477f-be5e-4f90ace30a6c,222245,1.51,2.06,1.6,"47,071.03",9.65,15.57
ff12505d-f869-49d3-a75b-bb791c8cd604,154718,0.96,0.0,0.0,0,0.0,0.0
1910f8e9-e801-4ff7-851e-781e3c2d80ea,248039,0.88,2.02,1.43,"35,947.18",6.94,14.89
05a04440-4293-4bf4-bf28-527fed8b9580,172214,1.01,1.83,2.31,"14,710.28",8.17,16.28
c3536ca3-5120-49cd-992d-035b932415e5,121850,1.51,2.68,2.05,"25,524.66",11.3,16.18
fbf8b0ae-5ca3-47a6-b641-c68b8e86d529,238598,0.59,2.15,1.65,"44,201.29",8.5,16.57
7aa9c0c0-cda9-43c7-ad71-c49da08c128c,166445,0.91,2.89,2.42,"59,732.04",8.89,17.36
b7dce32f-28c7-46bd-a02e-58f2181cae86,53990,1.29,2.08,2.09,"32,412.59",7.06,15.51
21606868-3a6f-419f-9515-f9b52e33e6d8,88262,1.29,1.78,1.31,"54,404.13",6.3,13.9
ce1227ac-0719-4d32-88e2-339bb60cccaf,202454,1.49,1.82,1.28,"34,915.06",9.49,14.58
a17c472c-d3d9-4cbc-a99f-03e896745fb2,52253,0.66,1.79,1.6,"79,554.41",8.3,14.59
f64c1f76-7ec7-4efd-bff5-9dd09e46054c,129374,1.61,1.7,1.27,"26,834.65",6.13,14.2
b69ea625-74dc-4ba1-bacf-49d61cdeb8c4,87254,0.74,2.0,2.34,"27,177.14",8.35,19.36
75e8c212-71fc-4053-9b71-927a681377c7,210482,0.95,5.95,3.89,"88,869.85",15.89,24.93
5e063030-ba4a-4600-9817-c86a3a3c00a8,83708,1.65,0.0,0.0,0,0,0
c27cfc5d-6b1b-4490-9e92-5f25139e7cd2,247931,0.21,1.49,1.03,"36,610.7",8.66,9.9
d4e4ce53-9192-4127-bfe6-4344db5a3014,187235,0.99,2.32,2,"80,073.38",11.79,14.61
20511380-3874-49cd-9727-c51951e797e3,75464,1.07,2.4,1.82,"59,199.74",9.68,15.87
83a971b1-ec34-44e3-ac0c-b1c84bd6bfad,55088,1.16,1.57,1.37,"38,579.2",6.8,13.56
cbe2bfc0-0f91-40f1-b358-0268723b75eb,155699,0.7,0.0,0.0,0,0.0,0.0
903351c5-4842-4756-bd8a-c6a8ec41786a,210815,1.44,2.47,1.95,"21,011.62",9.52,19.64
77a0e49f-4992-411f-adde-6132e25dd667,101114,2.19,2.22,2.51,"74,732.65",7.67,18.4
4b150b4d-5638-464a-869c-096d12474511,88784,1.11,1.35,1.33,"49,598.64",7.72,11.34
1e1cc731-c7f1-430f-89e9-3778f1607c7e,199214,1.08,2.12,1.45,"38,623.2",7.54,16.22
07e51ba3-0b81-45ea-9d7c-44d438c59b44,207602,1.54,2.43,1.19,"33,881.97",7.57,16.59
40ef5ad6-b331-403e-bf71-54b0fc910f93,108116,0.61,2.74,2.09,"74,274.61",6.21,16.32
f424194c-05f0-4eae-ac08-8bf541b4e6fe,129104,0.79,0.0,0.0,"1,237.68",0.0,0.0
23a23592-6230-4b80-9cc6-41f51cdbbdc6,133784,0.54,2.01,1.49,"38,060.81",8.08,15.99
b4b32a45-6c26-4ba8-a919-ee036a7a648c,153512,0.67,5.77,4.71,"115,006.41",18.2,26.83
082498a0-f8de-4aae-b9f6-ca9083f5b442,46565,0.94,0.0,0.0,0,0,0
3f16aa81-793e-4756-9d83-32724caffd85,225116,0.65,1.96,1.23,"22,447.49",7.24,15.13
05cf1641-6f0c-483f-8167-06e0e1ac342e,184562,1.5,1.56,1.86,"16,194.51",7.78,19.1
7b023368-a936-42f7-a4f7-8131988ffe38,252593,1.0,3.75,2.54,"81,821.06",9.22,18.44
56c2364f-c2a7-4f5f-8f79-2a8aad0848d0,165428,0.59,3.12,3.16,"56,237.22",13.96,20.25
beac17a2-7b6e-4e13-9415-fc3c88167f66,162377,0.56,2.19,1.65,"45,103.25",7.67,16.25
