bb_rating,us_govt_bond_rating,below_b_rating,others_rating,maturity_bond,b_rating,tag,a_rating,aaa_rating,aa_rating,bbb_rating,duration_bond
0.0,0.0,0.0,0.0,,0.0,110195,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,150929,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,81836,0.0,0.0,0.0,0.0,
11.7,0.0,1.97,1.82,10.13,11.44,191213,8.35,42.39,4.64,17.68,5.42
0.0,0.0,0.0,0.0,,0.0,239894,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,162305,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.74,0.0,199691,0.0,0.0,0.0,0.0,0.5
8.62,0.0,2.23,6.67,7.22,7.72,126638,11.16,47.11,5.32,11.18,5.32
0.0,0.0,0.0,0.0,,0.0,185858,0.0,0.0,0.0,0.0,
5.81,0.0,2.1,0.35,2.35,5.33,143459,7.51,38.57,7.39,32.95,2.16
0.0,0.0,0.0,0.0,,0.0,209501,0.0,0.0,0.0,0.0,
15.92,0.0,4.64,12.98,9.19,16.23,114191,4.01,27.86,3.43,14.93,3.9
10.03,0.0,2.53,0.32,6.79,10.78,239462,13.11,42.61,7.55,13.07,5.35
0.0,0.0,0.0,0.0,,0.0,239939,0.0,0.0,0.0,0.0,
1.37,0.0,0.24,2.68,6.89,2.14,165194,4.9,54.09,5.33,29.23,4.36
5.12,0.0,1.94,0.01,8.03,5.34,45305,12.2,52.06,4.16,19.17,5.82
0.0,0.0,0.0,0.0,,0.0,167381,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,64979,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,117278,0.0,0.0,0.0,0.0,
3.03,0.0,1.49,-3.33,7.48,2.89,246689,11.36,64.67,4.22,15.67,5.0
0.0,0.0,0.0,0.0,,0.0,235835,0.0,0.0,0.0,0.0,
2.16,0.0,0.0,1.31,,3.63,155357,5.12,79.46,1.11,7.21,4.23
0.0,0.0,0.0,0.0,,0.0,231974,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,76355,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,116999,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,201617,0.0,0.0,0.0,0.0,
5.25,0.0,0.01,1.58,8.84,0.83,126818,15.96,49.64,6.89,19.84,6.21
3.6,0.0,1.95,2.86,,1.45,206378,11.55,54.49,8.6,15.5,5.87
0.0,0.0,0.0,0.0,,0.0,50957,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,251342,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,193796,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,157355,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,158606,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,32192,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,63431,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,206810,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,250721,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,42326,0.0,0.0,0.0,0.0,
2.4,0.0,0.4,8.79,,0.29,181880,21.44,6.05,44.85,15.79,6.73
1.64,0.0,0.22,2.98,8.38,2.13,160550,5.98,66.54,3.89,16.62,5.68
0.0,0.0,0.0,0.0,,0.0,203687,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,211976,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,4.1,5.6,0.0,118700,0.0,50.8,45.1,0.0,4.8
0.0,0.0,0.0,-0.06,7.98,0.0,45188,0.0,100.06,0.0,0.0,3.22
,,,,,,84896,,,,,
9.43,0.0,2.93,5.76,6.84,9.8,133766,13.97,39.73,6.1,12.27,4.96
1.6,0.0,0.0,0.0,,0.0,189161,33.91,12.78,5.63,46.07,2.66
3.8,0.0,11.15,1.72,3.84,5.67,35216,9.54,36.15,20.06,11.91,3.02
1.45,0.0,0.0,0.51,9.75,0.0,248237,0.94,91.99,0.0,5.11,8.45
3.09,0.0,0.88,0.05,,3.34,249983,12.15,58.17,3.57,18.74,5.54
22.73,0.0,4.42,2.71,,20.89,127421,5.59,31.45,2.78,9.43,3.7
2.41,0.0,0.81,0.0,6.87,3.87,147689,8.34,67.65,4.26,12.67,5.74
0.0,0.0,0.0,0.0,,0.0,88100,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,222785,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,111896,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,100592,0.0,0.0,0.0,0.0,
11.77,0.0,0.12,3.75,2.76,6.14,113885,17.25,24.46,3.87,32.64,1.58
0.0,0.0,0.0,0.0,,0.0,221174,0.0,0.0,0.0,0.0,
0.77,0.0,5.02,9.22,15.5,1.67,150497,16.36,14.45,40.11,12.41,6.38
0.0,0.0,0.0,0.0,,0.0,224261,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,89621,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,120707,0.0,0.0,0.0,0.0,
18.92,0.0,1.22,25.64,21.28,4.63,66545,20.31,1.12,3.24,24.92,5.6
0.0,0.0,0.0,0.0,,0.0,202184,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,150767,0.0,0.0,0.0,0.0,
0.23,0.0,0.0,2.98,16.69,0.41,73529,18.22,20.68,55.14,2.34,6.13
14.26,0.0,5.06,0.0,5.42,80.68,118286,0.0,0.0,0.0,0.0,0.09
0.0,0.0,0.0,0.0,,0.0,42002,0.0,0.0,0.0,0.0,
0.1,0.0,0.1,3.7,8.23,0.0,43136,14.6,61.8,6.3,13.4,5.73
0.0,0.0,0.0,0.0,,0.0,150659,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,7.28,0.0,179558,5.63,31.5,61.37,1.51,4.35
0.0,0.0,0.0,0.0,,0.0,66095,0.0,0.0,0.0,0.0,
41.94,0.0,12.3,3.31,,37.02,83924,0.0,0.0,0.0,5.43,
0.0,0.0,0.0,0.0,14.22,0.0,69101,0.15,99.18,0.51,0.16,12.74
0.0,0.0,0.0,0.0,,0.0,51569,0.0,0.0,0.0,0.0,
2.24,0.0,0.42,-1.07,,1.72,94895,11.39,67.66,1.61,16.03,6.15
0.0,0.0,0.0,0.0,,0.0,173330,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,96317,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,215774,0.0,0.0,0.0,0.0,
41.9,0.0,7.54,0.91,3.66,28.12,166490,0.77,12.23,0.0,8.53,3.11
1.53,0.0,0.32,-0.31,,1.24,91700,7.7,76.62,1.39,11.51,5.36
0.0,0.0,0.0,0.0,,0.0,33245,0.0,0.0,0.0,0.0,
44.37,0.0,15.51,0.4,6.03,37.12,58445,0.0,0.0,0.0,2.6,
36.87,0.0,0.0,0.62,8.52,0.0,179054,0.0,3.82,0.0,58.69,3.54
0.0,0.0,0.0,100.0,,0.0,227321,0.0,0.0,0.0,0.0,
0.0,0.0,0.01,0.0,8.62,0.0,243269,17.31,56.95,10.44,15.28,6.55
0.03,0.0,0.0,0.03,8.33,0.0,233864,10.84,72.2,3.94,12.96,6.05
0.0,0.0,0.0,0.0,,0.0,90458,0.0,0.0,0.0,0.0,
10.09,0.0,1.61,0.43,8.38,5.94,37538,11.48,46.7,6.36,17.39,5.51
0.0,0.0,0.0,0.0,,0.0,60290,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,218276,0.0,0.0,0.0,0.0,
39.46,0.0,9.91,5.23,5.29,38.11,220292,0.18,0.0,0.0,7.1,2.23
0.0,0.0,0.0,0.0,,0.0,135998,0.0,0.0,0.0,0.0,
7.22,0.0,1.46,2.94,7.45,3.97,229436,13.66,49.19,6.43,15.14,4.72
8.67,0.0,0.66,4.48,,2.34,66617,19.5,24.6,6.67,33.07,1.4
5.44,0.0,1.88,6.96,,4.41,167885,8.6,57.8,2.29,12.64,4.72
0.0,0.0,0.0,0.0,,0.0,76670,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,92933,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,168353,0.0,0.0,0.0,0.0,
0.12,0.0,0.06,1.44,,0.0,235682,15.27,63.42,6.8,12.89,5.68
0.0,0.0,0.0,0.0,,0.0,131912,0.0,0.0,0.0,0.0,
2.01,0.0,0.2,0.09,,1.35,56069,6.75,78.23,2.39,8.98,4.84
0.0,0.0,0.0,0.0,,0.0,33632,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,226628,0.0,0.0,0.0,0.0,
5.65,0.0,2.75,7.22,,5.78,167084,8.95,52.18,2.19,15.28,5.08
0.0,0.0,0.0,0.0,,0.0,51272,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,82151,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,109700,0.0,0.0,0.0,0.0,
22.0,0.0,8.0,3.0,10.89,35.0,201383,4.0,1.0,2.0,25.0,6.69
0.0,0.0,0.0,0.0,,0.0,172907,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,198548,0.0,0.0,0.0,0.0,
10.3,0.0,0.51,0.13,7.19,4.34,26279,13.76,34.61,5.97,30.38,4.68
0.0,0.0,0.0,0.0,,0.0,132839,0.0,0.0,0.0,0.0,
0.41,0.0,0.0,20.36,7.56,0.43,31256,20.93,33.65,13.15,11.06,5.06
9.39,0.0,1.77,0.75,8.64,10.88,191069,9.84,46.14,3.89,17.34,5.3
0.0,0.0,0.0,0.0,,0.0,35819,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,2.75,9.31,0.0,155996,2.0,92.16,2.1,0.99,5.7
0.0,0.0,0.0,0.0,,0.0,42920,0.0,0.0,0.0,0.0,
25.57,0.0,31.66,5.89,4.59,35.52,172277,0.0,0.0,0.0,1.36,2.89
5.86,0.0,0.74,1.99,7.53,3.35,153890,13.65,47.68,7.18,19.57,4.27
0.0,0.0,0.0,0.0,,0.0,33335,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,90422,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.18,,0.0,203372,4.94,85.04,9.84,0.0,1.73
0.0,0.0,0.0,0.0,,0.0,195641,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,126260,0.0,0.0,0.0,0.0,
2.16,0.0,0.0,1.31,,3.63,154916,5.12,79.46,1.11,7.21,4.23
0.0,0.0,0.0,0.0,,0.0,253331,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,73745,0.0,0.0,0.0,0.0,
25.38,0.0,0.73,0.56,,31.64,72989,8.03,28.23,0.0,5.43,
0.03,0.0,0.0,0.0,13.3,0.0,97073,10.45,67.29,7.92,14.31,5.83
0.0,0.0,0.0,0.0,,0.0,28457,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,116657,0.0,0.0,0.0,0.0,
,,,,,,69758,,,,,
0.0,0.0,0.0,0.0,,0.0,201806,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,96164,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,241280,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,50264,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,86048,0.0,0.0,0.0,0.0,
26.49,0.0,2.66,17.76,,27.12,91331,2.44,0.59,0.25,22.69,2.68
0.0,0.0,0.0,0.0,,0.0,143027,0.0,0.0,0.0,0.0,
31.61,0.0,6.13,7.77,5.24,49.0,109619,0.0,0.09,0.11,5.29,0.4
0.0,0.0,0.0,0.0,,0.0,161594,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,109916,0.0,0.0,0.0,0.0,
8.03,0.0,1.43,43.66,19.46,2.16,29438,15.21,1.38,9.58,18.56,8.71
0.0,0.0,0.0,0.0,,0.0,27026,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,243710,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,118493,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,128177,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,45998,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,163070,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,34289,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,35558,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,163025,0.0,0.0,0.0,0.0,
8.49,0.0,2.5,6.47,7.19,8.38,134585,12.4,43.82,5.71,12.25,5.26
0.0,0.0,0.0,0.0,,0.0,46889,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,61667,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,28808,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,44729,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,218042,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,125333,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,47816,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,100223,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,31544,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,38366,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,166841,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,34001,0.0,0.0,0.0,0.0,
10.57,0.0,1.75,31.07,9.84,4.47,232118,20.65,9.44,3.13,18.91,6.16
0.0,0.0,0.0,0.0,,0.0,124028,0.0,0.0,0.0,0.0,
12.3,0.0,0.0,0.0,13.6,2.1,68318,14.2,21.8,2.0,47.6,3.7
0.0,0.0,0.0,0.0,,0.0,48212,0.0,0.0,0.0,0.0,
3.0,0.0,0.49,54.1,,2.7,27413,12.32,17.7,3.35,6.34,3.84
29.42,0.0,3.51,2.74,6.0,26.88,101816,9.15,9.49,1.52,17.29,3.04
0.0,0.0,0.0,0.0,,0.0,53918,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,150776,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,111482,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,99071,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,102230,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,189917,0.0,0.0,0.0,0.0,0.38
0.0,0.0,0.0,0.0,,0.0,86579,0.0,0.0,0.0,0.0,
3.84,0.0,0.42,0.0,7.86,4.47,46115,5.7,58.61,0.36,26.61,6.28
16.41,0.0,2.9,3.51,9.38,16.9,120113,10.01,24.62,7.48,18.16,4.87
0.0,0.0,0.0,0.0,,0.0,134396,0.0,0.0,0.0,0.0,
16.65,0.0,14.66,0.0,5.23,68.76,211436,0.0,-0.07,0.0,0.0,0.34
0.0,0.0,0.0,0.0,,0.0,76094,0.0,0.0,0.0,0.0,
0.0,0.0,38.83,0.0,10.5,0.0,243728,24.05,-0.38,5.8,31.7,6.4
0.0,0.0,0.0,0.0,,0.0,230948,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,176822,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,54494,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,122210,0.0,0.0,0.0,0.0,
0.03,0.0,0.0,0.03,8.33,0.0,234224,10.84,72.2,3.94,12.96,6.05
0.0,0.0,0.0,0.0,5.67,0.0,180728,0.0,0.0,0.0,0.0,0.74
0.0,0.0,0.0,0.0,5.68,0.0,182870,0.0,0.0,0.0,0.0,5.12
2.11,0.0,0.27,0.12,,1.48,169181,7.47,77.06,2.39,9.09,5.38
0.0,0.0,0.0,0.0,,0.0,106586,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,175445,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,99881,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,241559,0.0,0.0,0.0,0.0,
1.56,0.0,0.17,0.22,,0.92,79289,5.33,84.29,1.94,5.57,3.36
1.06,0.0,0.03,0.16,,0.43,79028,4.44,87.91,1.66,4.31,3.04
20.69,0.0,1.89,42.97,9.37,5.4,123020,11.9,1.35,5.9,9.9,4.64
0.0,0.0,0.0,0.0,,0.0,83960,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,131948,0.0,0.0,0.0,0.0,
1.76,0.0,0.0,5.37,9.94,0.46,241433,44.79,1.16,29.35,17.11,5.41
0.0,0.0,0.0,0.0,,0.0,209699,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,177164,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,4.0,5.27,0.0,216692,40.0,6.0,39.0,11.0,5.03
0.0,0.0,0.0,0.0,,0.0,30473,0.0,0.0,0.0,0.0,
27.59,0.0,0.65,0.16,6.44,23.81,30149,15.0,2.9,1.32,28.56,4.38
20.1,0.0,7.3,0.6,9.51,28.5,74852,10.6,0.0,1.0,31.9,
0.0,0.0,0.0,0.0,,0.0,69740,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,158804,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,57761,0.0,99.95,0.05,0.0,3.59
0.0,0.0,0.0,0.0,,0.0,129878,0.0,0.0,0.0,0.0,
4.33,0.0,0.87,4.57,18.39,1.71,145493,37.85,1.27,25.24,24.15,7.79
27.92,0.0,4.99,0.0,6.1,22.12,128375,8.22,6.11,0.6,30.04,4.42
0.0,0.0,0.0,0.0,,0.0,106415,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,6.97,0.0,185732,0.0,0.0,0.0,0.0,6.21
8.09,0.0,0.0,2.71,,2.28,141560,1.48,76.73,5.91,2.8,3.49
0.0,0.0,0.0,0.0,,0.0,65942,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,105263,0.0,0.0,0.0,0.0,
41.73,0.0,13.2,0.52,5.59,35.45,188864,0.41,0.0,0.0,8.69,4.12
0.0,0.0,0.0,0.0,,0.0,195200,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,41876,0.0,0.0,0.0,0.0,
25.86,0.0,3.71,3.39,6.71,19.65,199016,9.31,10.43,6.92,20.76,3.43
0.0,0.0,0.0,0.0,,0.0,200672,0.0,0.0,0.0,0.0,
3.43,0.0,0.2,6.71,18.87,0.32,196577,41.93,3.42,26.13,17.87,6.21
0.0,0.0,0.0,0.0,,0.0,42335,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,217763,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,125450,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,2.73,0.0,229715,40.36,16.29,19.2,24.15,2.54
3.84,0.0,0.42,0.0,7.86,4.47,42623,5.7,58.61,0.36,26.61,6.28
5.62,0.0,2.68,7.14,,5.66,167957,8.94,52.69,2.2,15.07,5.05
25.38,0.0,0.73,0.56,,31.64,72089,8.03,28.23,0.0,5.43,
0.0,0.0,0.0,0.0,,0.0,139697,0.0,0.0,0.0,0.0,
7.45,0.0,2.0,0.9,8.33,7.84,181367,9.26,51.78,2.97,17.79,4.68
8.8,0.0,0.47,7.11,,4.54,183383,19.47,25.51,9.15,24.95,9.07
0.0,0.0,0.0,0.0,,0.0,100169,0.0,0.0,0.0,0.0,
45.9,0.0,10.4,1.5,6.65,34.3,143189,0.0,0.0,0.0,7.9,4.5
0.0,0.0,0.17,0.3,,0.0,52505,12.04,75.77,6.66,5.06,3.03
30.8,0.0,8.0,0.8,2.19,55.6,76058,0.0,0.0,1.1,3.7,
0.0,0.0,0.0,0.0,,0.0,235367,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,208808,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,44774,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,160496,0.0,0.0,0.0,0.0,
19.65,0.0,4.75,1.62,8.88,28.46,75086,11.17,5.36,1.01,27.98,4.6
0.0,0.0,0.0,0.0,,0.0,157616,0.0,0.0,0.0,0.0,
0.77,0.0,5.02,9.22,15.5,1.67,161855,16.36,14.45,40.11,12.41,6.38
0.0,0.0,0.0,0.0,,0.0,147122,0.0,0.0,0.0,0.0,
51.99,0.0,1.9,0.0,,38.47,232289,0.0,0.0,0.0,7.64,3.7
0.0,0.0,0.0,0.91,16.01,0.0,83564,20.05,14.8,57.19,7.05,6.92
0.0,0.0,0.0,0.0,,0.0,209186,0.0,0.0,0.0,0.0,
8.03,0.0,1.43,43.66,19.46,2.16,43370,15.21,1.38,9.58,18.56,8.71
0.0,0.0,0.0,0.0,,0.0,84698,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,109583,0.0,0.0,0.0,0.0,
1.06,0.0,0.03,0.16,,0.43,79352,4.44,87.91,1.66,4.31,3.04
3.04,0.0,0.0,0.04,12.19,0.0,122777,22.86,10.04,5.05,58.97,7.09
0.0,0.0,0.0,0.0,,0.0,102995,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,240353,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,67544,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,8.2,0.0,242081,11.14,67.86,3.39,17.61,6.03
0.0,0.0,0.0,0.0,,0.0,67499,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,153116,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,78884,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,130580,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,89090,0.0,0.0,0.0,0.0,
21.64,0.0,7.59,6.82,7.08,15.5,184751,1.31,37.51,1.43,8.2,2.72
21.74,0.0,2.54,6.86,,12.89,181106,12.89,11.2,4.12,27.76,4.33
0.0,0.0,0.0,0.0,,0.0,164168,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,18.68,0.0,223847,3.86,89.43,1.45,5.26,13.04
0.0,0.0,0.0,0.0,,0.0,26882,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,154241,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,187802,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,216602,0.0,0.0,0.0,0.0,
1.84,0.0,0.41,-0.39,,1.56,86156,7.76,75.51,1.35,11.97,5.96
24.0,0.0,25.6,0.3,5.4,46.5,84428,0.0,3.6,0.0,0.0,4.3
0.0,0.0,0.0,0.0,,0.0,103706,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,207089,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,111077,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,21.72,0.0,151298,0.0,0.0,0.0,0.0,6.94
1.2,0.0,0.0,0.0,,5.49,75842,0.0,85.91,0.0,7.39,1.66
5.62,0.0,2.71,7.45,,5.71,168335,8.97,51.97,2.18,15.39,5.08
0.0,0.0,0.0,0.0,,0.0,102716,0.0,0.0,0.0,0.0,
2.67,0.0,0.09,0.0,8.85,0.91,43451,13.82,58.07,7.66,16.78,5.61
0.0,0.0,0.0,0.0,,0.0,38168,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,30437,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,50354,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,33677,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,151118,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,92204,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,156437,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,120374,0.0,0.0,0.0,0.0,
6.43,0.0,0.47,1.21,11.78,6.19,174788,7.64,45.04,19.25,13.77,5.33
0.0,0.0,0.0,0.0,,0.0,139571,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,41975,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,7.08,0.0,73952,24.29,9.24,51.77,14.7,7.92
0.0,0.0,0.0,0.0,,0.0,179873,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,215963,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,129527,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,106478,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,33695,0.0,0.0,0.0,0.0,
3.83,0.0,0.64,0.33,7.69,3.41,239471,14.18,54.19,9.59,13.84,5.91
0.0,0.0,0.01,0.0,2.8,0.0,139652,11.44,71.25,4.31,12.99,2.64
0.0,0.0,0.0,0.0,,0.0,164681,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,172835,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,135530,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,28610,0.0,0.0,0.0,0.0,
15.47,0.0,0.0,0.0,8.19,20.07,143846,22.2,0.0,0.0,42.26,7.31
29.57,0.0,4.91,8.82,5.67,26.57,31499,2.22,8.54,0.23,19.14,4.13
0.0,0.0,0.0,0.0,,0.0,196190,0.0,0.0,0.0,0.0,
52.54,0.0,7.67,0.1,6.0,39.07,41759,0.0,0.0,0.0,0.62,4.1
0.0,0.0,0.0,0.0,,0.0,180044,0.0,0.0,0.0,0.0,
3.84,0.0,1.11,4.62,17.89,3.76,172529,8.41,17.03,45.77,15.45,7.32
0.0,0.0,0.0,0.0,,0.0,115424,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,174482,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,38663,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,177884,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,203084,0.0,0.0,0.0,0.0,
26.54,0.0,2.72,19.4,,23.77,93275,4.0,1.02,0.12,22.43,2.95
0.0,0.0,0.0,0.0,,0.0,190277,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,34847,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,166103,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,148058,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,64241,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,51803,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,185030,0.0,0.0,0.0,0.0,3.11
